Image,Path,Label
ISIC_0000332,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000332.jpg,0
ISIC_0000336,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000336.jpg,0
ISIC_0000338,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000338.jpg,0
ISIC_0000340,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000340.jpg,0
ISIC_0000341,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000341.jpg,0
ISIC_0000342,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000342.jpg,0
ISIC_0000343,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000343.jpg,0
ISIC_0000344,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000344.jpg,0
ISIC_0000345,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000345.jpg,0
ISIC_0000346,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000346.jpg,0
ISIC_0000347,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000347.jpg,0
ISIC_0000348,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000348.jpg,0
ISIC_0000349,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000349.jpg,0
ISIC_0000350,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000350.jpg,0
ISIC_0000351,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000351.jpg,0
ISIC_0000352,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000352.jpg,0
ISIC_0000353,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000353.jpg,0
ISIC_0000354,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000354.jpg,0
ISIC_0000355,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000355.jpg,0
ISIC_0000357,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000357.jpg,0
ISIC_0000358,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000358.jpg,0
ISIC_0000359,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000359.jpg,0
ISIC_0000360,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000360.jpg,0
ISIC_0000361,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000361.jpg,0
ISIC_0000363,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000363.jpg,0
ISIC_0000364,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000364.jpg,0
ISIC_0000365,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000365.jpg,0
ISIC_0000366,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000366.jpg,0
ISIC_0000367,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000367.jpg,0
ISIC_0000368,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000368.jpg,0
ISIC_0000369,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000369.jpg,0
ISIC_0000370,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000370.jpg,0
ISIC_0000371,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000371.jpg,0
ISIC_0000372,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000372.jpg,0
ISIC_0000374,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000374.jpg,0
ISIC_0000376,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000376.jpg,0
ISIC_0000377,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000377.jpg,0
ISIC_0000378,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000378.jpg,0
ISIC_0000379,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000379.jpg,0
ISIC_0000380,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000380.jpg,0
ISIC_0000381,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000381.jpg,0
ISIC_0000382,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000382.jpg,0
ISIC_0000383,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000383.jpg,0
ISIC_0000384,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000384.jpg,0
ISIC_0000385,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000385.jpg,0
ISIC_0000386,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000386.jpg,0
ISIC_0000387,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000387.jpg,0
ISIC_0000388,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000388.jpg,0
ISIC_0000390,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000390.jpg,0
ISIC_0000391,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000391.jpg,0
ISIC_0000392,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000392.jpg,0
ISIC_0000393,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000393.jpg,0
ISIC_0000395,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000395.jpg,0
ISIC_0000396,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000396.jpg,0
ISIC_0000397,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000397.jpg,0
ISIC_0000403,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000403.jpg,0
ISIC_0000407,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000407.jpg,0
ISIC_0000408,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000408.jpg,0
ISIC_0000409,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000409.jpg,0
ISIC_0000410,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000410.jpg,0
ISIC_0000412,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000412.jpg,0
ISIC_0000413,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000413.jpg,0
ISIC_0000415,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000415.jpg,0
ISIC_0000416,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000416.jpg,0
ISIC_0000418,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000418.jpg,0
ISIC_0000419,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000419.jpg,0
ISIC_0000420,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000420.jpg,0
ISIC_0000421,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000421.jpg,0
ISIC_0000423,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000423.jpg,0
ISIC_0000425,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000425.jpg,0
ISIC_0000426,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000426.jpg,0
ISIC_0000427,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000427.jpg,0
ISIC_0000431,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000431.jpg,0
ISIC_0000433,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000433.jpg,0
ISIC_0000434,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000434.jpg,0
ISIC_0000436,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000436.jpg,0
ISIC_0000439,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000439.jpg,0
ISIC_0000442,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000442.jpg,0
ISIC_0000443,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000443.jpg,0
ISIC_0000444,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000444.jpg,0
ISIC_0000445,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000445.jpg,0
ISIC_0000447,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000447.jpg,0
ISIC_0000448,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000448.jpg,0
ISIC_0000449,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000449.jpg,0
ISIC_0000451,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000451.jpg,0
ISIC_0000453,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000453.jpg,0
ISIC_0000455,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000455.jpg,0
ISIC_0000456,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000456.jpg,0
ISIC_0000457,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000457.jpg,0
ISIC_0000458,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000458.jpg,0
ISIC_0000460,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000460.jpg,0
ISIC_0000461,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000461.jpg,0
ISIC_0000463,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000463.jpg,0
ISIC_0000465,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000465.jpg,0
ISIC_0000466,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000466.jpg,0
ISIC_0000467,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000467.jpg,0
ISIC_0000468,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000468.jpg,0
ISIC_0000469,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000469.jpg,0
ISIC_0000470,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000470.jpg,0
ISIC_0000471,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000471.jpg,0
ISIC_0000473,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000473.jpg,0
ISIC_0000474,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000474.jpg,0
ISIC_0000475,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000475.jpg,0
ISIC_0000476,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000476.jpg,0
ISIC_0000478,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000478.jpg,0
ISIC_0000479,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000479.jpg,0
ISIC_0000480,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000480.jpg,0
ISIC_0000481,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000481.jpg,0
ISIC_0000482,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000482.jpg,0
ISIC_0000483,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000483.jpg,0
ISIC_0000484,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000484.jpg,0
ISIC_0000485,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000485.jpg,0
ISIC_0000486,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000486.jpg,0
ISIC_0000487,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000487.jpg,0
ISIC_0000488,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000488.jpg,0
ISIC_0000489,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000489.jpg,0
ISIC_0000490,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000490.jpg,0
ISIC_0000491,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000491.jpg,0
ISIC_0000492,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000492.jpg,0
ISIC_0000493,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000493.jpg,0
ISIC_0000494,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000494.jpg,0
ISIC_0000495,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000495.jpg,0
ISIC_0000496,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000496.jpg,0
ISIC_0000498,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000498.jpg,0
ISIC_0000499,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000499.jpg,0
ISIC_0000500,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000500.jpg,0
ISIC_0000501,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000501.jpg,0
ISIC_0000503,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000503.jpg,0
ISIC_0000504,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000504.jpg,0
ISIC_0000505,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000505.jpg,0
ISIC_0000506,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000506.jpg,0
ISIC_0000507,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000507.jpg,0
ISIC_0000508,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000508.jpg,0
ISIC_0000509,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000509.jpg,0
ISIC_0000510,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000510.jpg,0
ISIC_0000511,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000511.jpg,0
ISIC_0000513,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000513.jpg,0
ISIC_0000514,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000514.jpg,0
ISIC_0000515,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000515.jpg,0
ISIC_0000516,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000516.jpg,0
ISIC_0000517,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000517.jpg,0
ISIC_0000518,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000518.jpg,0
ISIC_0000519,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000519.jpg,0
ISIC_0000520,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000520.jpg,0
ISIC_0000521,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000521.jpg,0
ISIC_0000522,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000522.jpg,0
ISIC_0000523,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000523.jpg,0
ISIC_0000524,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000524.jpg,0
ISIC_0000525,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000525.jpg,0
ISIC_0000527,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000527.jpg,0
ISIC_0000528,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000528.jpg,0
ISIC_0000529,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000529.jpg,0
ISIC_0000530,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000530.jpg,0
ISIC_0000531,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000531.jpg,0
ISIC_0000532,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000532.jpg,0
ISIC_0000533,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000533.jpg,0
ISIC_0000534,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000534.jpg,0
ISIC_0000535,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000535.jpg,0
ISIC_0000536,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000536.jpg,0
ISIC_0000538,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000538.jpg,0
ISIC_0000539,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000539.jpg,0
ISIC_0000540,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000540.jpg,0
ISIC_0000541,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000541.jpg,0
ISIC_0000542,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000542.jpg,0
ISIC_0000543,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000543.jpg,0
ISIC_0000544,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000544.jpg,0
ISIC_0000545,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000545.jpg,0
ISIC_0000546,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000546.jpg,0
ISIC_0000547,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000547.jpg,0
ISIC_0000548,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000548.jpg,0
ISIC_0000549,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000549.jpg,0
ISIC_0000550,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000550.jpg,0
ISIC_0000551,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000551.jpg,0
ISIC_0000552,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000552.jpg,0
ISIC_0000554,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000554.jpg,0
ISIC_0000555,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000555.jpg,0
ISIC_0000556,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000556.jpg,0
ISIC_0000882,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000882.jpg,0
ISIC_0000900,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000900.jpg,0
ISIC_0000999,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0000999.jpg,0
ISIC_0001100,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001100.jpg,0
ISIC_0001102,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001102.jpg,0
ISIC_0001103,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001103.jpg,0
ISIC_0001105,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001105.jpg,0
ISIC_0001118,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001118.jpg,0
ISIC_0001119,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001119.jpg,0
ISIC_0001126,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001126.jpg,0
ISIC_0001128,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001128.jpg,0
ISIC_0001131,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001131.jpg,0
ISIC_0001133,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001133.jpg,0
ISIC_0001134,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001134.jpg,0
ISIC_0001140,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001140.jpg,0
ISIC_0001142,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001142.jpg,0
ISIC_0001148,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001148.jpg,0
ISIC_0001152,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001152.jpg,0
ISIC_0001960,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0001960.jpg,0
ISIC_0002093,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002093.jpg,0
ISIC_0002107,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002107.jpg,0
ISIC_0002206,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002206.jpg,0
ISIC_0002246,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002246.jpg,0
ISIC_0002251,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002251.jpg,0
ISIC_0002287,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002287.jpg,0
ISIC_0002353,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002353.jpg,0
ISIC_0002374,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002374.jpg,0
ISIC_0002438,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002438.jpg,0
ISIC_0002439,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002439.jpg,0
ISIC_0002453,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002453.jpg,0
ISIC_0002459,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002459.jpg,0
ISIC_0002469,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002469.jpg,0
ISIC_0002476,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002476.jpg,0
ISIC_0002488,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002488.jpg,0
ISIC_0002489,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002489.jpg,0
ISIC_0002616,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002616.jpg,0
ISIC_0002647,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002647.jpg,0
ISIC_0002673,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002673.jpg,0
ISIC_0002780,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002780.jpg,0
ISIC_0002806,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002806.jpg,0
ISIC_0002829,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002829.jpg,0
ISIC_0002836,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002836.jpg,0
ISIC_0002871,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002871.jpg,0
ISIC_0002879,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002879.jpg,0
ISIC_0002885,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002885.jpg,0
ISIC_0002948,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002948.jpg,0
ISIC_0002975,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002975.jpg,0
ISIC_0002976,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0002976.jpg,0
ISIC_0003005,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003005.jpg,0
ISIC_0003051,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003051.jpg,0
ISIC_0003056,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003056.jpg,0
ISIC_0003174,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003174.jpg,0
ISIC_0003308,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003308.jpg,0
ISIC_0003346,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003346.jpg,0
ISIC_0003728,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0003728.jpg,0
ISIC_0004110,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004110.jpg,0
ISIC_0004115,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004115.jpg,0
ISIC_0004166,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004166.jpg,0
ISIC_0004168,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004168.jpg,0
ISIC_0004309,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004309.jpg,0
ISIC_0004346,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004346.jpg,0
ISIC_0004715,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004715.jpg,0
ISIC_0004985,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0004985.jpg,0
ISIC_0005000,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005000.jpg,0
ISIC_0005187,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005187.jpg,0
ISIC_0005548,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005548.jpg,0
ISIC_0005555,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005555.jpg,0
ISIC_0005620,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005620.jpg,0
ISIC_0005639,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005639.jpg,0
ISIC_0005666,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005666.jpg,0
ISIC_0005787,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0005787.jpg,0
ISIC_0006021,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006021.jpg,0
ISIC_0006114,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006114.jpg,0
ISIC_0006193,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006193.jpg,0
ISIC_0006326,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006326.jpg,0
ISIC_0006350,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006350.jpg,0
ISIC_0006612,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006612.jpg,0
ISIC_0006711,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006711.jpg,0
ISIC_0006776,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006776.jpg,0
ISIC_0006795,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006795.jpg,0
ISIC_0006800,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006800.jpg,0
ISIC_0006940,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006940.jpg,0
ISIC_0006982,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0006982.jpg,0
ISIC_0007038,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007038.jpg,0
ISIC_0007087,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007087.jpg,0
ISIC_0007322,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007322.jpg,0
ISIC_0007475,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007475.jpg,0
ISIC_0007557,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007557.jpg,0
ISIC_0007693,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007693.jpg,0
ISIC_0007760,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0007760.jpg,0
ISIC_0008029,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008029.jpg,0
ISIC_0008116,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008116.jpg,0
ISIC_0008145,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008145.jpg,0
ISIC_0008207,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008207.jpg,0
ISIC_0008236,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008236.jpg,0
ISIC_0008256,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008256.jpg,0
ISIC_0008280,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008280.jpg,0
ISIC_0008294,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008294.jpg,0
ISIC_0008347,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008347.jpg,0
ISIC_0008396,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008396.jpg,0
ISIC_0008403,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008403.jpg,0
ISIC_0008406,D:/CS ML/dataset\ISIC-2017_Training_Data\ISIC_0008406.jpg,0
